user_id,name,review_count,yelping_since,friends,useful,funny,cool,fans,elite,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
jYnkJR3T8yCERXywoVhWYA,Hugo,48,2010-07-06,"hkXekeW_Jj6mIy8r8N7r1Q, dQDpV-VUtwYGqHznuRV-yw, Ez7Hve1SaSrCjzl0km5XEA, DVCo_LH2Etu_aAtI9I6vkA, XdnOP1pKEzrPcoV-ZXvSxw, fxvgztSr1DHA869YNGsMtQ, Vs3bPoc5mWqruxg61-XCsg, Xs0vCG3OyIKDP6lD2CeWRA, fU0C1L08LX7FIO8Y3GgWcQ, Dq4I_hs1mNUA0SyzqwfI_w, iev9kF-VpBf9BYkPXwNjtQ, ZT80XHJibHLqiSdfhecYxA, 6Ni3lsxF5syVjTn3Mpxi1g, q0ol92YKdF7L_-s2g5kfAw, xD12J7t1DJemC0PnAOZMRw, WV9-UMmYEq9pvDCbKYuF4A, ZAJBIWvMdEReTIBaNO2zzw, gTtJ2w6cFA9UwipW7v6atQ, YDNK3hTEJSaAfzYubSFPCA, mPyb1bL-aeaiidA1O1gEiQ, -Zv99SCrzejB3-Eelvqyfw, QqZSAYcPWqCEf2hWjFrBVw, XH5drM54jTK_-fbPLJut9w, GKsfhVZYb6JGQOQaaHnIdw, 5yLQ3_Ea_qX7mBCkizgZyA, woHiZYXhcIaDTNRUX5RGUA, XgvdbQk13DSOp5TUoVPdHQ, bP37V2AsgKWtdeMRAa9nig, 9O1cTap-XLI5nO-JHj6TxQ, B5RmV5LhA3R4J0RsyqR70g, qcIKXuGxhtuEnWLzJoGydA, srOeMfwyrcwEJbdFdMRrWQ, iSktH80fgzVLptg9Ep1LiA, mY5JVfJfQN_yzWEsFU0QGQ, 7sERe-EmH5VMk_NnL8cRFg, sQ-r-Bs1MEqudkQt3P77BA, 2f6OJCQClEhHrzUb6qExJQ, VeTGif4-r1auFE4FUOZW7w, ae6aCtSLDo2ysR1kQLtRaQ, 98W_eoy2FGcz5D2s33Fhkg, 7GRml4yE0k__Gfb6FtTtUg, qHYQb3-pV1JpqyWcIkkwjQ, NTLjNHiZuHHGANQ1u2MJyg, 581w9_8Upftg9Htd1-ohKA, 1AWoP8Nhb13k9xxh3W4nVA, Los1p8wph9TbkU9T0Bo8eQ, 3gbDAW9yeEWsTgbrH0MmXw, XwyFeLJhhAPvMIOaZ07C7g, qVA8sxRL6EbAL2C0srCDvg, gHLqL38fdykytgKH-G3FSw, 88qKciYUsQEmzx8Kw7-FBg, CV-Pc9io9BgsLhD4aOu9Zg, uDqTrM55zgyUBPzRVpn8uA, f8skrxyB4dFKq0-eFYt0og, BJGigaqQf6Q_KEtBjM29rg, lc0_H1lq4iFnhKMDmrGpJw, VwdiLnFD8kG9ZhNY1ITPEA, 4_mipJGGJ2TRy2uAI9SC5A, 93R7AeqerA0b4tuivx-36w, AwLgRpWdYCM1_JgAze_qsA, zZoSBcoN5J8FRPf5lKVZww, 25WwoIK8D3L_i63CI2bslQ, Rxz-K72jZ2yNTV3YI5rjyQ, 62Fq2i4lKCO8ucTFNG370w, hqMCM9L_L47WCmidyKYGkw, k5xCuNNwdfpYdsu5PObAOw, lGMpjdxcbCW5vGi9B2a0Kg, 7v9U0o2do5p0ITFUc_qKNw, 9lWKp5EIovVlCWH1wC7Oeg, _-XChTHLoOnlxB_cmYPLZg, bmHmlYJ3kKXdp3_zMXNyrg, DaxCOBl91VcScCJKK9Gwkw, nIod29HbvjRPSO4T-va3bQ, E_EtI0ylBSsGRq-AiRcxkw, 0wXNILLfalmhRVNIVzVVVA, HDPWfls1uO9fxUGwLndOwg, u6cO2x5vr6-9EKDCQ0oSMA, Er6TEjSMmmMD8ipp-kFTEA, jaOjRguj5zbUyVS_HFIkkw, Jt4F8KXvz_iBDeuKb7kBHw, 16xi58yj4HLXLRfTaBcadw, K3ybII2YaLq2fFOvZEFLgA, Dfg975sbdZa0CFzdl3Ok0w, hqrU3hLAl46XiYBdbdXang, 6gkcFnXsA9z4IKJTWpylcQ, oP7sipRK2qEZ9XZnflHh9g, CTByzVUUHWdsNqFCA3zoAQ, TIJ5bk0SIoCLqWSQThnx4A, 5INuiPFd6GhQQVWqfrsoHQ, YwCwGO_lyv7vv2DoqeFjCA, DvZqzG4MBXhevnI3-X1QMQ, otYQmnY-MREpT6cb6DYDag, 4SN72FgmpS_yg4rdjmfFzw, ccB2D20bXGRnEH0G09Y34A, zpqQv4iOLa9xKOVVHSpl-Q, medyEUR367ee6vOyCJNQMw, EtpCxP7RrK2S5K3rQZL3hA, YLExs45PQ2M6Flmjir3sFQ, e6iCOIhtupBCiw-VwBvJ4A, MB7XBiV2Sewriw34xP7Qlg, xOwAGKMV7OFQYEb46W6OXw, ulKv4RvqvDRvqbstdY2aQQ, 6mYg8PDu6EJ1vikjKkmj3w, Y6bVSBO_Ph6KlBU1Oo_J3A, 2p50wcLD1miyLKPOP2xqHQ, aGsvXWjctthztY68G21OiA, c1IGa_o7si33CDIv-L6wbw, KK4d66rvmksrtAkis6XGqw, ijiskRtiHkSz0aq91g90hw, n77C6-mAZoKNu9_44ugFEQ, Gc9mSOvUcA7BrMUh7h7naQ, 1ZIQ2C_EUSTZSyK-APFwvA, ONtavYgpScFClzuTUVnRXA, ExuBKYdzYSvnvQE5QwYjZw, pusUMAm0_Y-oT5Rk93bj2w, DCek5_94seyPdl4QGtlKmw, c-kOt8fG1bx-JfYd0GRFFw, YaQVD-VkxMzhBsW6b-n_Vw, Ha9LtFuJlvMnE3YTXcHrrA, tuP1LQoQtTOV_P95Gy9w0A, 3KG84QgF_5lzW1uDMJOghw, veW3Uy_VjAK4Fmynwh-G_g, qQnmIgx9utR29rS56Rgq-Q, i9WwhhIv6dHZsmkmpDVDkA, MnTGU42t9X8S6wJv05mzlw, NefCtqzI3t0lnXGz9UDjgQ, PcvbBOCOcs6_suRDH7TSTg, d5zRPb1dUGNeoXBxmPY7VA, sWv6uKChsDtB4s9H3DujQw, dPYiMpx5AMuI0jeTITGsKg, wnxS4J6XD3-YrLroQV0Ouw, jdEXcBMtNYZ_-PzKZnI8qQ, 7D3yq3x-Dv5SbJ3vGIpJsQ, xz762kpjXUwPajeZCEXbxQ, PhwfmHJG1LXnddXdK6zbhQ, 7X3lImhKeTfyO0iXgiVUuw, UOP2bUqlhL9aDSeVRgCjTg, QIys2vlDprWvWKJp4JBBZQ, fEgcv6HwG-nkqwr4W7uSiw, DKnS5_NC9t9Y9ZsLxCiXDQ, bwZUw2ABFwgztXzPio8yLg, 7nuPhTTp3Bv9X2NLZPsDEw, 5yD_YDdPP_UE28pu_cxbOQ, jfDzpog_T21NMLac4JO_fA, mk1TEqWCSMPT100EeXLuiA, GStb0h5FzizgiWvral-zaQ, ILA6b9FOlIlZI53N23LXPQ, q75CUQzdvk2N1YcGL--kKg, bL1w62zIAt-MOEIpeL30MQ, QnsGDw5tfM1e7BmGjeplFg, BWxMCD34Cgef2DR8rJz8Zw, i28kp8Mx3KAgGYHe8TlsAA, 9J5warf8pd4AIFFjClzyZA, DtJuu-ezUDi4mP_wdbDGXw, 4ujUS1ZizNFU1N7OewUuNQ, JGYhs2HTzCRWiIDc4iX37w, 12Nu95iFFE1AayIFIRbWNw, NwdKv-KBI7OxeWBdpIsfmA, wLWVT3EMRgYSAWVNynHgJg, werhtj6NysS7EEoYkwFKsw, FUuYQyzWRBK7HvOAZ_s1sQ, dMqLJy8J1a8VpOdcD3bpNw, 1_kItPCk4e-VtYUUg9iiKg, R16IamdyEKHmjgGeRW_RZA, itdkCTzLm6eIjEBlz4_Ysw, RTT4Nua0c18673pt8LHfCA, OkqWDEqIHYyN7QKSeKiZ8A, WUTizWBgngFcNdVZwZLYJg, KedbQJ4Ax1ZhCGG6vaL_mA, DbH3pEiezWfHJJeqFFN3kg, HlX9ui1cllC0fSUcsd5rfg, d30seQvrukI7m_zF6xnB5Q, kyu8XmdRqOUYCK5BWuvzHw, gU843PPGS_S5VxS111BPrw, Jv2YPjBe8MlzneyyRNBX9g, v3O6ka--Gus4FfJvk4tgeg, cQKMYxgv1VZ1eanb7RuTOg, urMngjIG5D8Xde67j3AqSg, qKaIYWKtFV-HglhyEYHiCw, keDv6e99O6IjAEVRrQYCXw, FDuoN8cpcI8y2DBIUoMn4A, GyerAa1FjB8tzbaYS5DHxw, rur8m29F4hCIHahcI_hVRg, SCxM2dAT1vby-eDdOIRcrg, cgLZMfixIeOMskVT_DG-Vg, yNgFKgeqZlqa7E7aDVVwug, MZCtRLrvYVeb67mu_4qmJA, SeVCpoF59lyhZbS_QgokGg, nWIbPo8flL2exTGgnq1kFQ, f4DekkmSsrzG3xsgTZWpNw, jpRFWQLrPnCQN5FThm7T4w, 6JPLsTTLC_PbpGOok-2vPg, Gv8de4zfDSlWv5mMX6-5Iw, 3AJ0DM44yZF2wEYsauCzxg, kKdQq0PAUYhjdeqpYy9DDw, pY4gYV4MTYjhbRQgVOdgzw, CnweCjeKquVM69hwD20PiA, XVVylGn6B-gLcnx33ZinEQ, 50ZW-hlJLS2P8KhPHaUb3A, AFSZUj0n4Ip7SkR55fqKYA, _fcNSAsAmUkgBDeNR3HjLQ, 0UorZ4DbUbOHRPYCrBIVuA, x09u-JslHobIbigUH2embw, zxyrrMTcg7J5wEjNcMZe-Q, VvEpuhYDzK2WLB6_fI0wiw, XEQ-navOBxcqVUG7ECznng, ctiOS-ctXFT53Qr-urdgSA, uE2QOkUfhGcS_JaJtTihcw, 2MxSRdhGGE_OFxiwOa6MJg, MuWbjxrFbRe-Q2XopA9jbg, CMx6QMkOdISMHauo0_01Kw, MEFFQMWgY_HwHsiXqneAmg, H9CDh_DTZuwNwKJ4I2j_PA, 7bcqcIA5AxkuKm3HTZy3KA, IyRWeRAdNzAW0ElK4mtP4A, EWLy2zDf23tk9UjVWpM5qA, dAhoBKucZQRvH32zThaqWw, kQJCAryAbOfrX0YEfAYdKw, ESFq49VT1B_17pXuaHjo4g, qUUZjGCiac1HJ-3sRQlyYA, aLVSgCZyFKsznVWgWLXIFg, amzRAQz3Lwmj6DDhSjBTqg, nuEqfP8cTtNOHpQszmPB4A, RFp3SokSdMfp4v7H1Xxwyg, KsejYNlHn-SIRzscyj61bg, -E5UK5GHbm0wqvzjnelZpQ, LP883AysBJqOAIzQnIvqnA, KzM3xWMrKKaUOvT61jMVHA, ZmEodldPnhcATYZ3_GitYg, wHUtm6qJigHjaUQ0FMEtXQ, M-Twq94ErAGBu8sBGFSgjQ, NYJsOaLwM8M62mGU2093kg, hNqsXsgJVSi4bDF9ZuB9LA, yARkJnwiWqQCcj7FJekykA, y55xsRfi8Nm2GUy_NBXngQ, wejFVuSYYeMUsjknUEagSQ, oMtOsVPgFCwlNuoG9ObdpQ, fHZvRf1M0Yy45eUbph_9qQ, k7NUYwXyUMOBBdoYCE2fvA, f5_fgXqDhu-9xvAXUEe2Kw, DilnrtPdCWQDa-B5_xo76g, tBtqdCZiP7c05sLGJ9-0IA, P-u_G_j9nli50KWe0l7pWw, 7tt0GESNpb8e0QzeT8o2TA, iNh-BlDsk6PkHbcHzZ6_xw, aRAEXdsdZshvpVFWl7ET5Q, aKLvRXvvb-3TP6TkC2v4Xw, 8lrJHzUFvya5RZSYFne25A, aEy43k3P3bLbArVSik2-Gg, PGKf36-iWwBiUb9SFkBofg, NTAvra_vBzE_osu-PY2OKQ, BypPeNocSpIJ6lCN_djPQA, 3zn38b0FhirUpFY6dLGA1Q, ztaxKl8RcTRyOTMEYbC8JQ, pbInt8IO-oINljlZAuLGyg, 5NcCIdqOQ1AfylvmT-lqog, ssUr8Ar5o3lzFvYPmcZnZA, dMaL9zSAHUYd7cxD2lxveA, C3gYiouzQCAzVElqzYzmEw, K6HKJVxXzlwbASNmI61WLA, UStKXLqnYWVABhdRDMwniA, Q_dYZNhtGLhMuh-TaOfRew, bX8zH6DMvwenG4n_2jszsw",15,6,2,3,None,3.73,2,0,0,0,0,1,1,1,1,2,0
GMGZsk1dj043UI3zWgo3cw,volk,0,2011-08-05,None,0,0,0,0,None,4.29,0,0,0,0,0,0,0,0,0,0,0
eMBV7FugCJq7FIvGhARo2Q,Jack,1,2012-09-22,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
h5_D5TlEN4bREoy3vR-Vxw,John,1,2017-10-25,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
bsRNTZ1osSKjuGpHBwX2Pw,Jennifer,1,2017-12-10,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
8wxTBgvIkCgEZrNfTc1eWQ,mike,4,2011-03-11,None,0,0,1,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
moJE85Sfg7Itd3-iIvduQQ,Alan,1,2013-07-10,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
tkqAUCre66jVB9BbTsZPDA,Hers And,4,2016-03-20,None,0,0,0,0,None,3.25,0,0,0,0,0,0,0,0,0,0,0
y3ONpOBwpnXb57QNlWUhWQ,Cynthia,1,2016-12-06,None,1,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
PASVfluTGQC5vpjdl-jinw,Brian,1,2014-11-14,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
bOJZW_hvGkVEIQVwhyqSuw,Justin,2,2013-12-07,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
LLb4Y_gVVtE38ymLy9gC7g,Lesya,2,2013-08-02,None,0,0,0,0,None,2.0,0,0,0,0,0,0,0,0,0,0,0
rH53dcL7YKjbztjyA45n0A,Juliana,1,2017-07-30,None,1,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
ddhNJ-nbjwjHoSth6qXJ8g,Ryan,2,2014-02-23,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
kB2D-z4sHyRsxtim3Qb0mA,Marco,7,2012-01-13,None,0,0,0,0,None,4.57,0,0,0,0,0,0,0,0,0,0,0
tMNryVdaICS7Vpm5ThNKIA,Alex,13,2014-05-27,None,0,0,0,1,None,3.46,0,0,0,0,0,0,2,1,1,0,0
WQxXdek5tWFZSPg_GKn1FQ,Dan,2,2015-03-22,None,0,0,0,0,None,3.5,0,0,0,0,0,0,0,0,0,0,0
u1JFZVeEXBPgEojjy_sI_A,J,3,2013-12-23,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
gb8PYSCKlvPbMWnqIWXmlQ,Maree,4,2014-10-20,None,6,0,0,0,None,2.25,0,0,0,0,0,0,0,0,0,0,0
Jbd0A9CTTTzEMvKbZ1BGjw,Nadine,1,2017-10-25,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
_6Xh4h2EOxAZqzsTsJ_4OA,Carly,1,2017-10-19,None,0,0,0,0,None,3.0,0,0,0,0,0,0,0,0,0,0,0
akFg3cvYqbihkdYUIjTauQ,Beth,2,2015-06-12,None,0,0,0,0,None,3.0,0,0,0,0,0,0,0,0,0,0,0
_t6M1XM-4L9XAJ5GBs9Wpw,Ismael,1,2017-12-11,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
hQMrvOgSxwq56kD9HhStWw,Yuli,1,2015-09-21,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
qWMB7hzUHO8Bln1rnRhaMw,M,3,2016-11-08,None,0,0,0,0,None,4.33,0,0,0,0,0,0,0,0,0,0,0
tmi5enLbYFDJCkbfsj7HOA,Kim,1,2017-01-13,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
